Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 00:00:00-05:00,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,23134000,0.0,0.0
2024-01-09 00:00:00-05:00,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,20830000,0.0,0.0
2024-01-10 00:00:00-05:00,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,25514200,0.0,0.0
2024-01-11 00:00:00-05:00,386.0,390.67999267578125,380.3800048828125,384.6300048828125,27850800,0.0,0.0
2024-01-12 00:00:00-05:00,385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,21645700,0.0,0.0
2024-01-16 00:00:00-05:00,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,27202300,0.0,0.0
2024-01-17 00:00:00-05:00,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,22234100,0.0,0.0
2024-01-18 00:00:00-05:00,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,23392100,0.0,0.0
2024-01-19 00:00:00-05:00,395.760009765625,398.6700134277344,393.5,398.6700134277344,29272000,0.0,0.0
2024-01-22 00:00:00-05:00,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,27016900,0.0,0.0
2024-01-23 00:00:00-05:00,395.75,399.3800048828125,393.92999267578125,398.8999938964844,20525900,0.0,0.0
2024-01-24 00:00:00-05:00,401.5400085449219,405.6300048828125,400.45001220703125,402.55999755859375,24867000,0.0,0.0
2024-01-25 00:00:00-05:00,404.32000732421875,407.010009765625,402.5299987792969,404.8699951171875,21021200,0.0,0.0
2024-01-26 00:00:00-05:00,404.3699951171875,406.1700134277344,402.42999267578125,403.92999267578125,17803300,0.0,0.0
2024-01-29 00:00:00-05:00,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,24510200,0.0,0.0
2024-01-30 00:00:00-05:00,412.260009765625,413.04998779296875,406.45001220703125,408.5899963378906,33477600,0.0,0.0
2024-01-31 00:00:00-05:00,406.9599914550781,415.32000732421875,397.2099914550781,397.5799865722656,47871100,0.0,0.0
2024-02-01 00:00:00-05:00,401.8299865722656,408.0,401.79998779296875,403.7799987792969,30657700,0.0,0.0
2024-02-02 00:00:00-05:00,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,28245000,0.0,0.0
2024-02-05 00:00:00-05:00,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,25352300,0.0,0.0
2024-02-06 00:00:00-05:00,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,18360800,0.0,0.0

