Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,53.959999084472656,55.290000915527344,53.86000061035156,54.91999816894531,3627600,0.0,0.0
2024-01-08 00:00:00-05:00,54.86000061035156,55.5099983215332,54.689998626708984,54.900001525878906,2251800,0.0,0.0
2024-01-09 00:00:00-05:00,54.84000015258789,55.43000030517578,54.66999816894531,55.33000183105469,1787800,0.0,0.0
2024-01-10 00:00:00-05:00,55.220001220703125,55.400001525878906,54.38999938964844,54.5,1874500,0.0,0.0
2024-01-11 00:00:00-05:00,54.29999923706055,54.459999084472656,53.75,54.279998779296875,1635200,0.0,0.0
2024-01-12 00:00:00-05:00,54.59000015258789,54.900001525878906,54.130001068115234,54.869998931884766,2139900,0.0,0.0
2024-01-16 00:00:00-05:00,55.0,55.040000915527344,54.29999923706055,54.630001068115234,1524100,0.0,0.0
2024-01-17 00:00:00-05:00,54.25,54.939998626708984,53.869998931884766,54.310001373291016,2203400,0.0,0.0
2024-01-18 00:00:00-05:00,54.11000061035156,54.119998931884766,53.040000915527344,53.56999969482422,1815000,0.0,0.0
2024-01-19 00:00:00-05:00,53.68000030517578,53.68000030517578,52.599998474121094,53.099998474121094,2089100,0.0,0.0
2024-01-22 00:00:00-05:00,53.0099983215332,53.04999923706055,52.13999938964844,52.54999923706055,1856500,0.0,0.0
2024-01-23 00:00:00-05:00,52.84000015258789,53.470001220703125,52.58000183105469,53.36000061035156,1863100,0.0,0.0
2024-01-24 00:00:00-05:00,53.380001068115234,53.66999816894531,53.040000915527344,53.18000030517578,2727300,0.0,0.0
2024-01-25 00:00:00-05:00,53.88999938964844,54.130001068115234,53.22999954223633,54.040000915527344,1551300,0.0,0.0
2024-01-26 00:00:00-05:00,54.31999969482422,55.470001220703125,54.27000045776367,54.9900016784668,1844500,0.0,0.0
2024-01-29 00:00:00-05:00,55.099998474121094,55.13999938964844,54.52000045776367,54.65999984741211,1491000,0.0,0.0
2024-01-30 00:00:00-05:00,54.52000045776367,55.099998474121094,53.970001220703125,55.060001373291016,2063500,0.0,0.0
2024-01-31 00:00:00-05:00,55.130001068115234,55.31999969482422,54.470001220703125,54.7599983215332,4236300,0.0,0.0
2024-02-01 00:00:00-05:00,54.95000076293945,56.65999984741211,54.25,56.630001068115234,4048900,0.0,0.0
2024-02-02 00:00:00-05:00,56.369998931884766,56.790000915527344,55.869998931884766,56.36000061035156,4093200,0.0,0.0
2024-02-05 00:00:00-05:00,60.5099983215332,61.209999084472656,56.31999969482422,57.5,7486400,0.0,0.0
2024-02-06 00:00:00-05:00,58.400001525878906,58.66999816894531,55.18000030517578,55.38999938964844,4373800,0.0,0.0
