Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 00:00:00-05:00,85.73999786376953,86.5999984741211,85.69000244140625,86.05999755859375,1370500,0.5,0.0
2024-01-05 00:00:00-05:00,85.8499984741211,86.5,85.0199966430664,85.06999969482422,1485900,0.0,0.0
2024-01-08 00:00:00-05:00,83.8499984741211,86.0199966430664,83.62000274658203,85.9800033569336,1821800,0.0,0.0
2024-01-09 00:00:00-05:00,85.33999633789062,86.31999969482422,85.05999755859375,86.06999969482422,1684300,0.0,0.0
2024-01-10 00:00:00-05:00,86.2699966430664,86.93000030517578,86.01000213623047,86.66000366210938,1229000,0.0,0.0
2024-01-11 00:00:00-05:00,86.6500015258789,87.41999816894531,85.81999969482422,86.94999694824219,1348100,0.0,0.0
2024-01-12 00:00:00-05:00,87.27999877929688,87.55000305175781,86.33999633789062,86.66999816894531,1234800,0.0,0.0
2024-01-16 00:00:00-05:00,85.62999725341797,86.22000122070312,84.80999755859375,85.95999908447266,2321500,0.0,0.0
2024-01-17 00:00:00-05:00,85.54000091552734,85.76000213623047,84.56999969482422,85.43000030517578,1760600,0.0,0.0
2024-01-18 00:00:00-05:00,86.30000305175781,86.5,85.04000091552734,86.45999908447266,1693200,0.0,0.0
2024-01-19 00:00:00-05:00,86.76000213623047,88.06999969482422,86.41000366210938,87.80999755859375,5402700,0.0,0.0
2024-01-22 00:00:00-05:00,88.70999908447266,88.94000244140625,88.16000366210938,88.62000274658203,1420900,0.0,0.0
2024-01-23 00:00:00-05:00,88.5999984741211,88.91000366210938,87.98999786376953,88.16000366210938,1839800,0.0,0.0
2024-01-24 00:00:00-05:00,88.9000015258789,89.48999786376953,88.3499984741211,88.69000244140625,1428300,0.0,0.0
2024-01-25 00:00:00-05:00,89.19999694824219,89.33000183105469,88.80999755859375,89.23999786376953,1065800,0.0,0.0
2024-01-26 00:00:00-05:00,89.2699966430664,89.2699966430664,87.63999938964844,88.05999755859375,1551200,0.0,0.0
2024-01-29 00:00:00-05:00,88.05999755859375,88.51000213623047,87.55999755859375,88.48999786376953,1137500,0.0,0.0
2024-01-30 00:00:00-05:00,88.94999694824219,89.75,88.68000030517578,88.94999694824219,1696300,0.0,0.0
2024-01-31 00:00:00-05:00,88.5,88.6500015258789,87.11000061035156,87.19999694824219,1649300,0.0,0.0
2024-02-01 00:00:00-05:00,87.04000091552734,87.66999816894531,86.47000122070312,87.44999694824219,942200,0.0,0.0
2024-02-02 00:00:00-05:00,87.41000366210938,88.37999725341797,86.93000030517578,87.83999633789062,857300,0.0,0.0
2024-02-05 00:00:00-05:00,87.62000274658203,87.68000030517578,86.41000366210938,87.19999694824219,1341600,0.0,0.0
2024-02-06 00:00:00-05:00,87.62999725341797,87.88999938964844,86.7699966430664,87.5999984741211,1122300,0.0,0.0
