Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 00:00:00-05:00,314.0,314.8999938964844,308.75,313.6300048828125,1597700,0.0,0.0
2024-01-09 00:00:00-05:00,313.70001220703125,313.7799987792969,308.1499938964844,312.8699951171875,1215500,0.0,0.0
2024-01-10 00:00:00-05:00,312.3900146484375,312.3900146484375,305.8999938964844,307.7200012207031,1151700,0.0,0.0
2024-01-11 00:00:00-05:00,307.5400085449219,307.7900085449219,304.8299865722656,307.3900146484375,1226800,0.0,0.0
2024-01-12 00:00:00-05:00,303.0,306.70001220703125,301.5299987792969,305.010009765625,1344400,0.0,0.0
2024-01-16 00:00:00-05:00,305.5799865722656,308.3599853515625,303.0,306.94000244140625,1144000,0.0,0.0
2024-01-17 00:00:00-05:00,308.2300109863281,312.7099914550781,307.7300109863281,308.4800109863281,1356500,0.0,0.0
2024-01-18 00:00:00-05:00,301.6199951171875,309.4599914550781,299.2699890136719,309.0799865722656,2249300,0.0,0.0
2024-01-19 00:00:00-05:00,309.8399963378906,311.04998779296875,301.0,302.05999755859375,1760600,0.0,0.0
2024-01-22 00:00:00-05:00,302.1600036621094,306.8900146484375,301.04998779296875,305.0299987792969,1234300,0.0,0.0
2024-01-23 00:00:00-05:00,304.95001220703125,307.8299865722656,303.25,304.3999938964844,1032500,0.0,0.0
2024-01-24 00:00:00-05:00,307.44000244140625,309.5899963378906,303.6000061035156,304.5,1697300,0.0,0.0
2024-01-25 00:00:00-05:00,297.0,301.239990234375,291.44000244140625,298.57000732421875,2464100,0.0,0.0
2024-01-26 00:00:00-05:00,299.5899963378906,301.69000244140625,297.5400085449219,297.82000732421875,1157600,0.0,0.0
2024-01-29 00:00:00-05:00,297.0,298.9800109863281,295.6000061035156,298.8800048828125,1219100,0.0,0.0
2024-01-30 00:00:00-05:00,299.7699890136719,300.9700012207031,296.9599914550781,298.95001220703125,1079800,0.0,0.0
2024-01-31 00:00:00-05:00,300.1400146484375,303.05999755859375,295.5400085449219,300.95001220703125,2463500,0.0,0.0
2024-02-01 00:00:00-05:00,303.6300048828125,309.07000732421875,301.7300109863281,307.32000732421875,2981900,0.0,0.0
2024-02-02 00:00:00-05:00,315.8399963378906,328.3699951171875,315.04998779296875,323.8399963378906,3376600,0.0,0.0
2024-02-05 00:00:00-05:00,327.3599853515625,330.80999755859375,321.0,321.2699890136719,2305400,0.0,0.0
2024-02-06 00:00:00-05:00,322.0,329.2699890136719,321.5199890136719,327.5799865722656,1857900,0.0,0.0
