Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,83.12999725341797,84.54000091552734,82.9800033569336,84.06999969482422,2463900,0.0,0.0
2024-01-08 00:00:00-05:00,83.7699966430664,84.55999755859375,83.62000274658203,84.51000213623047,2471800,0.0,0.0
2024-01-09 00:00:00-05:00,84.0199966430664,84.48999786376953,83.66999816894531,84.12999725341797,2922800,0.0,0.0
2024-01-10 00:00:00-05:00,83.87000274658203,83.95999908447266,82.48999786376953,82.54000091552734,3053400,0.0,0.0
2024-01-11 00:00:00-05:00,81.38999938964844,81.72000122070312,79.91999816894531,80.4000015258789,3574600,0.0,0.0
2024-01-12 00:00:00-05:00,80.86000061035156,81.75,80.58000183105469,81.48999786376953,4672800,0.0,0.0
2024-01-16 00:00:00-05:00,81.0,81.52999877929688,80.66999816894531,80.9800033569336,6900500,0.0,0.0
2024-01-17 00:00:00-05:00,80.63999938964844,81.08999633789062,79.08999633789062,79.7300033569336,4394900,0.0,0.0
2024-01-18 00:00:00-05:00,79.25,79.5,77.95999908447266,78.19999694824219,6144800,0.0,0.0
2024-01-19 00:00:00-05:00,78.23999786376953,78.48999786376953,77.04000091552734,77.69999694824219,4301200,0.0,0.0
2024-01-22 00:00:00-05:00,77.52999877929688,78.23999786376953,76.69999694824219,77.26000213623047,2971000,0.0,0.0
2024-01-23 00:00:00-05:00,77.37999725341797,78.25,77.01000213623047,78.11000061035156,3808500,0.0,0.0
2024-01-24 00:00:00-05:00,78.69999694824219,78.94000244140625,76.81999969482422,76.98999786376953,5085800,0.0,0.0
2024-01-25 00:00:00-05:00,78.04000091552734,78.27999877929688,77.04000091552734,78.08999633789062,3183600,0.0,0.0
2024-01-26 00:00:00-05:00,78.08999633789062,78.69999694824219,77.61000061035156,77.83999633789062,2446800,0.0,0.0
2024-01-29 00:00:00-05:00,77.8499984741211,78.5999984741211,77.16000366210938,78.37999725341797,2307200,0.0,0.0
2024-01-30 00:00:00-05:00,78.01000213623047,78.93000030517578,77.5199966430664,78.44000244140625,2514100,0.0,0.0
2024-01-31 00:00:00-05:00,79.08999633789062,79.91999816894531,77.55000305175781,78.13999938964844,3642000,0.0,0.0
2024-02-01 00:00:00-05:00,78.01000213623047,79.73999786376953,77.58000183105469,79.69000244140625,2762500,0.0,0.0
2024-02-02 00:00:00-05:00,78.94000244140625,79.31999969482422,77.77999877929688,78.62999725341797,2947000,0.0,0.0
2024-02-05 00:00:00-05:00,77.9000015258789,77.94000244140625,76.73999786376953,76.80000305175781,2819400,0.0,0.0
2024-02-06 00:00:00-05:00,76.76000213623047,77.47000122070312,76.41000366210938,77.2300033569336,3207600,0.0,0.0
