Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,59.79999923706055,59.95000076293945,59.09000015258789,59.66999816894531,10411400,0.0,0.0
2024-01-08 00:00:00-05:00,59.68000030517578,60.18000030517578,59.41999816894531,60.11000061035156,11554600,0.0,0.0
2024-01-09 00:00:00-05:00,59.9900016784668,60.13999938964844,59.619998931884766,60.0,10493700,0.0,0.0
2024-01-10 00:00:00-05:00,60.220001220703125,60.40999984741211,59.97999954223633,60.20000076293945,12258000,0.0,0.0
2024-01-11 00:00:00-05:00,60.25,60.2599983215332,59.689998626708984,59.810001373291016,13754200,0.0,0.0
2024-01-12 00:00:00-05:00,60.08000183105469,60.459999084472656,59.869998931884766,60.38999938964844,13216900,0.0,0.0
2024-01-16 00:00:00-05:00,60.38999938964844,60.43000030517578,59.849998474121094,59.9900016784668,11826900,0.0,0.0
2024-01-17 00:00:00-05:00,59.86000061035156,60.209999084472656,59.81999969482422,59.9900016784668,8982100,0.0,0.0
2024-01-18 00:00:00-05:00,59.689998626708984,60.22999954223633,59.529998779296875,60.15999984741211,10397700,0.0,0.0
2024-01-19 00:00:00-05:00,60.2599983215332,60.279998779296875,59.63999938964844,59.83000183105469,14193100,0.0,0.0
2024-01-22 00:00:00-05:00,59.7599983215332,60.06999969482422,59.439998626708984,59.56999969482422,14314300,0.0,0.0
2024-01-23 00:00:00-05:00,59.529998779296875,60.0,59.459999084472656,59.849998474121094,14481600,0.0,0.0
2024-01-24 00:00:00-05:00,59.79999923706055,59.810001373291016,58.88999938964844,58.90999984741211,16370500,0.0,0.0
2024-01-25 00:00:00-05:00,59.0099983215332,59.16999816894531,58.65999984741211,59.15999984741211,14899700,0.0,0.0
2024-01-26 00:00:00-05:00,59.25,59.4900016784668,59.130001068115234,59.369998931884766,13025100,0.0,0.0
2024-01-29 00:00:00-05:00,59.34000015258789,59.790000915527344,59.16999816894531,59.72999954223633,14547100,0.0,0.0
2024-01-30 00:00:00-05:00,59.849998474121094,60.02000045776367,59.45000076293945,59.900001525878906,22061500,0.0,0.0
2024-01-31 00:00:00-05:00,60.099998474121094,60.45000076293945,59.290000915527344,59.4900016784668,22837000,0.0,0.0
2024-02-01 00:00:00-05:00,59.56999969482422,61.0099983215332,59.36000061035156,60.97999954223633,15870900,0.0,0.0
2024-02-02 00:00:00-05:00,60.81999969482422,60.869998931884766,60.22999954223633,60.540000915527344,17543500,0.0,0.0
2024-02-05 00:00:00-05:00,60.380001068115234,60.380001068115234,59.880001068115234,60.040000915527344,12759600,0.0,0.0
2024-02-06 00:00:00-05:00,59.959999084472656,60.04999923706055,59.68000030517578,59.939998626708984,12775200,0.0,0.0
