Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 00:00:00-05:00,343.42999267578125,348.4599914550781,343.25,347.92999267578125,2736200,0.0,0.0
2024-01-09 00:00:00-05:00,345.80999755859375,349.1099853515625,345.25,346.19000244140625,2338100,0.0,0.0
2024-01-10 00:00:00-05:00,350.6199951171875,356.8599853515625,350.30999755859375,356.79998779296875,4109300,0.0,0.0
2024-01-11 00:00:00-05:00,357.0899963378906,361.0,353.260009765625,356.5299987792969,3530400,0.0,0.0
2024-01-12 00:00:00-05:00,358.5299987792969,358.5299987792969,353.42999267578125,355.7099914550781,1956100,0.0,0.0
2024-01-16 00:00:00-05:00,358.05999755859375,359.6499938964844,356.2099914550781,358.42999267578125,3669400,0.0,0.0
2024-01-17 00:00:00-05:00,356.6300048828125,359.760009765625,354.04998779296875,355.70001220703125,2646100,0.0,0.0
2024-01-18 00:00:00-05:00,356.1199951171875,358.7099914550781,354.0299987792969,357.8999938964844,2510700,0.0,0.0
2024-01-19 00:00:00-05:00,358.80999755859375,362.9599914550781,356.2799987792969,362.4100036621094,3233600,0.0,0.0
2024-01-22 00:00:00-05:00,359.3599853515625,361.4599914550781,355.69000244140625,356.69000244140625,4003700,0.0,0.0
2024-01-23 00:00:00-05:00,355.8500061035156,355.8800048828125,349.05999755859375,350.7799987792969,3878400,0.0,0.0
2024-01-24 00:00:00-05:00,351.94000244140625,352.8699951171875,347.07000732421875,347.2699890136719,3474400,0.0,0.0
2024-01-25 00:00:00-05:00,352.5899963378906,352.8800048828125,348.260009765625,350.9700012207031,3064200,0.0,0.0
2024-01-26 00:00:00-05:00,351.4700012207031,357.04998779296875,351.0199890136719,355.29998779296875,3177700,0.0,0.0
2024-01-29 00:00:00-05:00,355.1499938964844,356.3699951171875,353.010009765625,355.70001220703125,2732000,0.0,0.0
2024-01-30 00:00:00-05:00,354.5,358.92999267578125,354.0400085449219,357.1000061035156,2336500,0.0,0.0
2024-01-31 00:00:00-05:00,357.9200134277344,358.9800109863281,352.3500061035156,352.9599914550781,3377900,0.0,0.0
2024-02-01 00:00:00-05:00,353.3999938964844,360.1400146484375,352.32000732421875,360.07000732421875,2439100,0.0,0.0
2024-02-02 00:00:00-05:00,354.17999267578125,359.54998779296875,350.0199890136719,357.2300109863281,3697600,0.0,0.0
2024-02-05 00:00:00-05:00,353.6600036621094,356.07000732421875,350.760009765625,355.1400146484375,2653800,0.0,0.0
2024-02-06 00:00:00-05:00,354.8500061035156,358.0,354.29998779296875,356.25,2045300,0.0,0.0
