Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 00:00:00-05:00,51.90999984741211,52.189998626708984,51.459999084472656,52.040000915527344,16930500,0.6,0.0
2024-01-05 00:00:00-05:00,51.90999984741211,52.56999969482422,51.650001525878906,52.22999954223633,12265800,0.0,0.0
2024-01-08 00:00:00-05:00,51.88999938964844,51.900001525878906,51.290000915527344,51.790000915527344,18745900,0.0,0.0
2024-01-09 00:00:00-05:00,52.04999923706055,52.099998474121094,51.22999954223633,51.279998779296875,13385100,0.0,0.0
2024-01-10 00:00:00-05:00,51.20000076293945,51.25,50.41999816894531,50.65999984741211,18095300,0.0,0.0
2024-01-11 00:00:00-05:00,50.650001525878906,50.7400016784668,50.0099983215332,50.220001220703125,16567900,0.0,0.0
2024-01-12 00:00:00-05:00,50.38999938964844,50.709999084472656,50.06999969482422,50.310001373291016,11460200,0.0,0.0
2024-01-16 00:00:00-05:00,50.29999923706055,50.59000015258789,49.81999969482422,50.0,13824700,0.0,0.0
2024-01-17 00:00:00-05:00,49.54999923706055,50.06999969482422,48.95000076293945,49.97999954223633,16425400,0.0,0.0
2024-01-18 00:00:00-05:00,49.619998931884766,50.16999816894531,48.630001068115234,50.09000015258789,18463800,0.0,0.0
2024-01-19 00:00:00-05:00,50.11000061035156,50.209999084472656,49.43000030517578,50.11000061035156,23077900,0.0,0.0
2024-01-22 00:00:00-05:00,50.2599983215332,50.31999969482422,49.5,49.56999969482422,13818600,0.0,0.0
2024-01-23 00:00:00-05:00,49.68000030517578,50.41999816894531,49.4900016784668,50.119998931884766,12555700,0.0,0.0
2024-01-24 00:00:00-05:00,50.20000076293945,50.619998931884766,50.06999969482422,50.2400016784668,11838300,0.0,0.0
2024-01-25 00:00:00-05:00,50.2599983215332,50.34000015258789,49.439998626708984,49.61000061035156,17639600,0.0,0.0
2024-01-26 00:00:00-05:00,49.959999084472656,50.20000076293945,49.650001525878906,49.70000076293945,10855500,0.0,0.0
2024-01-29 00:00:00-05:00,49.619998931884766,49.880001068115234,49.45000076293945,49.869998931884766,11746600,0.0,0.0
2024-01-30 00:00:00-05:00,50.04999923706055,50.18000030517578,49.25,49.38999938964844,11605600,0.0,0.0
2024-01-31 00:00:00-05:00,49.709999084472656,50.02000045776367,48.84000015258789,48.869998931884766,18997600,0.0,0.0
2024-02-01 00:00:00-05:00,48.849998474121094,48.849998474121094,48.130001068115234,48.66999816894531,20416300,0.0,0.0
2024-02-02 00:00:00-05:00,49.27000045776367,50.0099983215332,48.08000183105469,48.709999084472656,27988500,0.0,0.0
2024-02-05 00:00:00-05:00,48.52000045776367,48.560001373291016,47.68000030517578,47.97999954223633,15535600,0.0,0.0
2024-02-06 00:00:00-05:00,47.95000076293945,49.97999954223633,47.58000183105469,49.2599983215332,22693800,0.0,0.0
