Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,129.2100067138672,132.0,128.2899932861328,130.55999755859375,2393600,0.0,0.0
2024-01-08 00:00:00-05:00,130.8300018310547,133.6699981689453,130.30999755859375,133.1699981689453,3208700,0.0,0.0
2024-01-09 00:00:00-05:00,131.7100067138672,134.3300018310547,130.64999389648438,133.07000732421875,3109500,0.0,0.0
2024-01-10 00:00:00-05:00,134.3699951171875,134.99000549316406,133.10000610351562,133.5500030517578,2354000,0.0,0.0
2024-01-11 00:00:00-05:00,132.67999267578125,132.99000549316406,130.58999633789062,131.32000732421875,2787500,0.0,0.0
2024-01-12 00:00:00-05:00,132.64999389648438,132.97000122070312,130.60000610351562,131.5500030517578,2380600,0.0,0.0
2024-01-16 00:00:00-05:00,130.27000427246094,131.52999877929688,129.1699981689453,129.97000122070312,4001200,0.0,0.0
2024-01-17 00:00:00-05:00,127.94000244140625,129.5399932861328,125.37000274658203,126.86000061035156,3912900,0.0,0.0
2024-01-18 00:00:00-05:00,126.79000091552734,127.25,124.66999816894531,126.26000213623047,4062900,0.0,0.0
2024-01-19 00:00:00-05:00,126.91999816894531,128.8699951171875,126.05999755859375,128.44000244140625,3559000,0.0,0.0
2024-01-22 00:00:00-05:00,128.75999450683594,130.38999938964844,128.67999267578125,128.74000549316406,2280900,0.0,0.0
2024-01-23 00:00:00-05:00,129.7899932861328,129.99000549316406,127.91999816894531,128.00999450683594,3426400,0.0,0.0
2024-01-24 00:00:00-05:00,129.8300018310547,129.8300018310547,125.30999755859375,125.44000244140625,3491500,0.0,0.0
2024-01-25 00:00:00-05:00,126.87999725341797,127.41999816894531,125.5,126.19999694824219,2590400,0.0,0.0
2024-01-26 00:00:00-05:00,126.88999938964844,127.33999633789062,125.76000213623047,126.87000274658203,2333000,0.0,0.0
2024-01-29 00:00:00-05:00,126.91999816894531,128.35000610351562,126.2699966430664,127.88999938964844,2553900,0.0,0.0
2024-01-30 00:00:00-05:00,127.02999877929688,127.70999908447266,125.56999969482422,126.52999877929688,2764300,0.0,0.0
2024-01-31 00:00:00-05:00,127.33000183105469,129.08999633789062,125.93000030517578,126.69000244140625,4811300,0.0,0.0
2024-02-01 00:00:00-05:00,126.61000061035156,130.4600067138672,126.19999694824219,130.44000244140625,3984000,0.0,0.0
2024-02-02 00:00:00-05:00,128.2100067138672,130.27000427246094,126.5,129.25,4195000,0.0,0.0
2024-02-05 00:00:00-05:00,127.47000122070312,128.0800018310547,126.08000183105469,126.91000366210938,3591800,0.0,0.0
2024-02-06 00:00:00-05:00,127.52999877929688,130.75,126.93000030517578,130.5,3764300,0.0,0.0
